SET_ID,LOWEST_TAXON,TOTAL_COUNT,LON,LAT,DATE,YEAR,SEASON,STRATA,WEIGHT
2010.02.003,Pycnophyes frequens,17,-66.25236667,45.1841,18/02/2010,2010,Winter,channel,4307
2010.02.003,Ceratopogonidae,3,-66.25236667,45.1841,18/02/2010,2010,Winter,channel,4307
2010.02.003,Chironomidae,2,-66.25236667,45.1841,18/02/2010,2010,Winter,channel,4307
2010.02.004,Nemertea,3,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Aricidea catherinae,88,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Cirratulidae ,4,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Cossura longocirrata,120,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Eteone longa,1,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Exogone hebes,8,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Levinsenia gracilis,1,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Nephtys ciliata,2,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Bipalponephtys cornuta ,6,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Nephtys incisa,6,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Ninoe nigripes,1,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Polycirrus eximius,2,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Polycirrus sp.,6,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Scoletoma tetraura,2,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Scoloplos (Scoloplos) armiger,21,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Sternaspis scutata,22,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Streblospio benedicti,46,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Tharyx sp.,10,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Oligochaeta,83,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Mytilus edulis,2,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Nucula proxima,2,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Ampelisca abdita,3,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Harpacticoida,1,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.004,Priapulus caudatus,1,-66.2486,45.18301667,18/02/2010,2010,Winter,channel,5947
2010.02.005,Aricidea catherinae,32,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Cossura longocirrata,72,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Eteone longa,1,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Levinsenia gracilis,9,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Scoletoma tenuis,4,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Nephtys ciliata,3,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Bipalponephtys cornuta ,28,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Nephtys sp.,4,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Pygospio elegans,5,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Scoloplos acutus,2,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Sternaspis scutata,1,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Streblospio benedicti,35,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Tharyx sp.,10,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Tubificidae,58,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Nucula proxima,2,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Ampelisca abdita,3,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Harpacticoida,70,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Ostracoda,65,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Phoronis psammophila,5,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.005,Pycnophyes frequens,184,-66.24531667,45.18128333,18/02/2010,2010,Winter,channel,6531
2010.02.006,Aricidea catherinae,100,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Cirratulidae ,1,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Cossura longocirrata,329,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Eteone longa,2,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Levinsenia gracilis,19,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Bipalponephtys cornuta ,8,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Nephtys incisa,14,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Nephtys sp.,2,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Scoloplos (Scoloplos) armiger,2,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Streblospio benedicti,21,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Tharyx sp.,588,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Oligochaeta,1,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Mytilus edulis,1,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Cyclopoida,2,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Harpacticoida,1,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Ostracoda,11,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Acari,9,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.006,Orthocladiinae,1,-66.24243333,45.17888333,18/02/2010,2010,Winter,channel,6418
2010.02.007,Aricidea catherinae,414,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Capitella capitata,12,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Cossura longocirrata,595,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Eteone longa,6,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Exogone sp.,3,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Fabricia sabella,1,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Levinsenia gracilis,33,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Scoletoma tenuis,3,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Micropthalamus aberrans,1,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Bipalponephtys cornuta ,3,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Nephtys incisa,28,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Paraonis fulgens,5,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Streblospio benedicti,41,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Tharyx sp.,353,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Tubificidae,51,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Phascolion (Phascolion) strombus strombus,3,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Mya arenaria,1,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Mytilus edulis,1,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Nucula proxima,1,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Deflexilodes intermedius,2,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Harpacticoida,4,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Ostracoda,6,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.007,Pycnophyes frequens,46,-66.24101667,45.17626667,18/02/2010,2010,Winter,channel,5996
2010.02.008,Aricidea catherinae,16,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Cossura longocirrata,349,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Eteone longa,3,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Levinsenia gracilis,21,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Lumbrineridae ,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Bipalponephtys cornuta ,5,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Nephtys incisa,12,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Nephtys sp.,3,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Ninoe nigripes,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Pygospio elegans,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Scoletoma tetraura,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Sternaspis scutata,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Streblospio benedicti,17,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Tharyx sp.,117,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Oligochaeta,4,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Hiatella arctica,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Mytilus edulis,3,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Nucula proxima,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Cirripedia,1,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Harpacticoida,3,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Ostracoda,2,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.008,Acari,11,-66.24018333,45.17315,18/02/2010,2010,Winter,channel,6818
2010.02.009,Aricidea catherinae,9,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Cossura longocirrata,272,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Eteone longa,8,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Exogone sp.,4,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Levinsenia gracilis,20,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Bipalponephtys cornuta ,17,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Nephtys incisa,10,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Nephtys sp.,16,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Streblospio benedicti,3,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Tharyx sp.,15,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Tubificidae,43,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Mya arenaria,1,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Mytilus edulis,2,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Ecrobia truncata,1,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Harpacticoida,3,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Ostracoda,3,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Phoronis psammophila,2,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.009,Pycnophyes frequens,16,-66.24038333,45.17015,18/02/2010,2010,Winter,channel,5809
2010.02.010,Aricidea catherinae,37,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Cossura longocirrata,215,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Eteone longa,1,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Levinsenia gracilis,11,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Bipalponephtys cornuta ,4,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Nephtys incisa,9,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Nephtys sp.,10,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Scoloplos (Scoloplos) armiger,6,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Sternaspis scutata,1,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Streblospio benedicti,22,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Tharyx sp.,221,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Oligochaeta,15,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Mytilus edulis,2,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Nucula proxima,1,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Ecrobia truncata,1,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Corophium volutator,1,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Harpacticoida,2,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.010,Acari,24,-66.24205,45.16558333,18/02/2010,2010,Winter,channel,5912
2010.02.011,Aricidea catherinae,38,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Capitella capitata,3,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Clymenella torquata,2,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Cossura longocirrata,14,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Levinsenia gracilis,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Bipalponephtys cornuta ,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Nephtys incisa,2,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Nephtys sp.,27,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Ninoe nigripes,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Polycirrus sp.,2,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Pygospio elegans,11,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Scoloplos acutus,7,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Spiophanes bombyx,3,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Sternaspis scutata,2,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Sthenelais limicola,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Streblospio benedicti,30,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Tharyx sp.,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Tubificoides benedii,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Tubificidae,2,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Nucula proxima,21,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Eudorella sp.,1,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Harpacticoida,40,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Ostracoda,20,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.011,Pycnophyes frequens,44,-66.23395,45.16111667,18/02/2010,2010,Winter,subtidal,1768
2010.02.012,Aricidea catherinae,53,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Cossura longocirrata,17,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Exogone hebes,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Lumbrineridae ,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Manayunkia aestuarina,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Nephtys incisa,6,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Nephtys sp.,10,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Ninoe nigripes,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Phyllodoce groenlandica,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Scoloplos (Scoloplos) armiger,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Spiophanes bombyx,10,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Sternaspis scutata,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Sthenelais limicola,3,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Streblospio benedicti,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Tharyx sp.,4,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Mytilus edulis,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Nucula proxima,34,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Yoldia myalis,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Ilyanassa trivittata,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Monocorophium insidiosum,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Unciola irrorata,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Edotia triloba,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Diastylis sculpta,2,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Harpacticoida,115,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Ostracoda,71,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.012,Acari,1,-66.23531667,45.15476667,18/02/2010,2010,Winter,subtidal,1811
2010.02.013,Nemertea,8,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Aricidea catherinae,459,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Cossura longocirrata,1021,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Eteone longa,9,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Levinsenia gracilis,81,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Scoletoma tenuis,7,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Nephtys incisa,20,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Nephtys sp.,27,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Ninoe nigripes,8,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Pherusa affinis,5,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Polydora cornuta,1,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Spiophanes bombyx,2,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
2010.02.013,Sternaspis scutata,2,-66.23871667,45.14865,18/02/2010,2010,Winter,subtidal,5132
